"YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","genocide","rummel","massive_repression","executions","killing","latentmean","latentsd"
2004,431,338,2,2,2,2,2,1,NA,NA,0,NA,NA,NA,0,2.44996541208887,0.31542613639855
2005,431,338,2,2,2,2,2,1,NA,NA,0,NA,NA,NA,0,2.35539022714974,0.300571862240369
2006,431,338,2,2,2,2,2,1,NA,NA,0,NA,NA,NA,0,2.31006225167505,0.294063770089618
2007,431,338,2,2,2,2,2,1,NA,NA,0,NA,NA,NA,0,2.31017035119603,0.28576765289592
2008,431,338,2,2,2,1,2,1,NA,NA,0,NA,NA,NA,0,2.29053739714783,0.286772625632769
2009,431,338,2,2,1,2,1,1,NA,NA,0,NA,NA,NA,0,2.40764934857902,0.304575813354511
2010,431,338,2,2,1,2,1,1,NA,NA,0,NA,NA,NA,0,2.49055627131256,0.325467857450636
2011,431,338,2,2,1,2,1,1,NA,NA,0,NA,NA,NA,0,2.54583116435576,0.356101634004554
2012,NA,338,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,0,2.59607869275095,0.410276719902679
2013,NA,338,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,2.61400230437578,0.472130814559938
1949,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,-1.48450877400294,0.291584356301802
1950,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,-1.52166061295108,0.266231494501096
1951,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,-1.57566352243391,0.258044921412498
1952,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,-1.60025092595898,0.255168258322666
1953,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,-1.60577874590291,0.254869781129637
1954,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,-1.590481506227,0.25554698275282
1955,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,-1.55060066829603,0.254420730728027
1956,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,-1.53486813801486,0.250011123698484
1957,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.49330419081386,0.250978144325326
1958,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.47526411896332,0.250768541199498
1959,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.46915217143568,0.250581556999453
1960,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.47530013193783,0.251141201667722
1961,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,-1.49427986195656,0.251006110248579
1962,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.4691524897457,0.250855036488728
1963,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.45697528229148,0.251347048471716
1964,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.45046637084516,0.251249551833606
1965,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.44672769512139,0.251461595812339
1966,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.44581258157535,0.250698513075231
1967,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.44546820501923,0.253073559072675
1968,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.44498573760764,0.251612991378199
1969,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.44512018402667,0.252360545371032
1970,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.44581595282638,0.25223238840935
1971,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.44554422253342,0.251017188243078
1972,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.44344682618112,0.251727476940651
1973,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,-1.44602684607963,0.25202200295665
1974,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.37755779002258,0.254045705738783
1975,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.28178276726031,0.254027990600738
1976,NA,339,NA,NA,NA,NA,1,NA,NA,NA,0,1,0,0,NA,-1.11573694868039,0.252364086962156
1977,NA,339,NA,NA,NA,NA,3,NA,NA,NA,0,1,0,0,NA,-1.04261631429795,0.241544981026845
1978,NA,339,NA,NA,NA,NA,3,NA,NA,NA,0,0,0,0,NA,-0.879367126881213,0.243776219869382
1979,NA,339,NA,NA,NA,NA,3,NA,NA,NA,0,0,0,0,NA,-0.846451352852454,0.238756405494086
1980,NA,339,NA,NA,NA,NA,3,3,NA,NA,0,0,0,0,NA,-0.91527925690014,0.220879978821872
1981,104,339,1,0,0,0,3,3,NA,NA,0,0,0,0,NA,-1.06002989474847,0.206034641786349
1982,104,339,2,0,0,0,3,3,NA,NA,0,0,0,0,NA,-1.05379141458134,0.204553593573602
1983,104,339,2,0,0,0,3,3,NA,NA,0,0,0,NA,NA,-1.02425055367188,0.201403371469576
1984,104,339,1,0,0,0,3,3,NA,NA,0,0,0,NA,NA,-1.00516161025638,0.201555717873896
1985,104,339,2,NA,0,0,3,3,3,NA,0,0,0,NA,NA,-0.872864936561746,0.199369086545947
1986,104,339,2,NA,0,0,3,3,3,NA,0,0,0,NA,NA,-0.786655055544459,0.200571349830964
1987,104,339,2,NA,0,1,3,3,3,NA,0,0,0,NA,NA,-0.669025409857207,0.204662579240742
1988,104,339,2,NA,0,0,3,3,2,NA,0,NA,0,NA,NA,-0.645186164801215,0.215168177666025
1989,104,339,2,NA,0,0,3,3,2,NA,0,NA,NA,NA,0,-0.581669415990795,0.212652114466474
1990,104,339,2,1,0,0,3,3,3,NA,0,NA,NA,NA,0,-0.419963795583798,0.20284995986986
1991,104,339,2,1,0,1,3,2,2,NA,0,NA,NA,NA,0,-0.0640000187037925,0.203683155759813
1992,104,339,2,2,1,1,2,2,1,NA,0,NA,NA,NA,0,0.291740458851376,0.206750527463129
1993,104,339,2,2,1,1,2,2,2,NA,0,NA,NA,NA,0,0.390317690127343,0.204280600937439
1994,104,339,2,2,2,1,3,2,2,NA,0,NA,NA,NA,0,0.34099289172629,0.211045132300232
1995,104,339,2,0,1,1,3,2,2,4,0,NA,NA,NA,0,0.120011533396077,0.209135440430328
1996,104,339,2,1,1,0,3,2,2,4,0,NA,NA,NA,0,-0.0408102306662449,0.207620332282356
1997,104,339,2,1,1,0,4,4,2,4,0,NA,NA,NA,0,-0.209282026746406,0.222656696704212
1998,104,339,2,1,1,1,3,2,3,3,0,NA,NA,NA,0,0.00968933626481897,0.205292192300159
1999,104,339,2,1,2,0,3,3,3,1,0,NA,NA,NA,0,0.0368893761679319,0.20833087377134
2000,104,339,2,1,0,0,3,2,NA,5,0,NA,NA,NA,0,0.131476450221997,0.208603014756063
2001,104,339,2,2,2,0,3,2,NA,5,0,NA,NA,NA,0,0.286946819102279,0.211559271326407
2002,104,339,2,2,2,0,3,3,NA,5,0,NA,NA,NA,0,0.325554077488208,0.21400800959726
2003,104,339,2,1,2,0,2,2,NA,6,0,NA,NA,NA,0,0.545198294487745,0.215673326192779
2004,104,339,2,1,2,1,3,2,NA,4,0,NA,NA,NA,0,0.659188632722241,0.218465387984696
2005,104,339,2,2,2,1,2,3,NA,6,0,NA,NA,NA,0,0.789913485154149,0.222199258957939
2006,104,339,2,2,2,0,3,2,NA,NA,0,NA,NA,NA,0,0.933491554608909,0.22290509246276
2007,104,339,2,2,2,1,2,3,NA,NA,0,NA,NA,NA,0,1.07310711577488,0.231669640988879
2008,104,339,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,1.23847263477567,0.23532081992019
2009,104,339,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,1.28724547420834,0.234038819441584
2010,104,339,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,1.26927928541991,0.236635398907551
2011,104,339,2,1,2,1,2,2,NA,NA,0,NA,NA,NA,0,1.17746359127731,0.242024908674658
2012,NA,339,NA,NA,NA,NA,1,3,NA,NA,0,NA,NA,NA,0,1.10044125820016,0.284792080120677
2013,NA,339,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,0,1.10705703720608,0.336170060747784
2006,458,341,2,2,2,0,NA,NA,NA,NA,0,NA,NA,NA,0,1.21605166158161,0.3154173084696
2007,458,341,2,2,2,0,2,2,NA,NA,0,NA,NA,NA,0,1.30430670722293,0.25634831112411
2008,458,341,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,1.40176235741129,0.243103620518352
2009,458,341,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,1.46881717735908,0.237098366055556
2010,458,341,2,2,2,1,1,2,NA,NA,0,NA,NA,NA,0,1.58600282612887,0.241589689632432
2011,458,341,2,2,2,1,1,2,NA,NA,0,NA,NA,NA,0,1.60696579097752,0.2484332700735
2012,NA,341,NA,NA,NA,NA,1,2,NA,NA,0,NA,NA,NA,0,1.53910079803531,0.275451441133066
2013,NA,341,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,0,1.45495013666472,0.328020158260134
1992,NA,343,NA,NA,NA,NA,NA,2,2,NA,0,NA,NA,NA,0,0.791081753406363,0.275729863824552
1993,413,343,2,2,2,1,2,1,2,NA,0,NA,NA,NA,0,0.950761283391852,0.231072017018663
1994,413,343,2,2,2,1,1,2,2,NA,0,NA,NA,NA,0,1.02723670274431,0.226918972069842
1995,413,343,2,2,2,1,NA,1,2,4,0,NA,NA,NA,0,1.05749046594815,0.232567015279892
1996,413,343,2,2,1,1,NA,1,2,4,0,NA,NA,NA,0,0.931523350718613,0.229629726538292
1997,413,343,2,2,1,1,3,2,2,4,0,NA,NA,NA,0,0.714876599900485,0.226365418682186
1998,413,343,2,2,2,1,3,2,2,4,0,NA,NA,NA,0,0.681818892416147,0.222492128422883
1999,413,343,2,2,1,1,2,2,2,4,0,NA,NA,NA,0,0.67576071657916,0.216023954606962
2000,413,343,2,2,2,1,2,2,NA,4,0,NA,NA,NA,0,0.512191868562204,0.217012224601349
2001,413,343,1,1,2,0,4,4,NA,5,0,NA,NA,NA,0,0.00736683198359214,0.231768917297885
2002,413,343,2,1,2,0,3,3,NA,5,0,NA,NA,NA,0,0.147145153598846,0.218247995181034
2003,413,343,2,1,2,1,2,3,NA,3,0,NA,NA,NA,0,0.493722607238601,0.215171475896484
2004,413,343,2,2,1,1,2,2,NA,3,0,NA,NA,NA,0,0.791182021552739,0.220646065998003
2005,413,343,2,2,1,0,2,2,NA,2,0,NA,NA,NA,0,0.905265141248497,0.220540398503739
2006,413,343,2,2,1,0,2,2,NA,NA,0,NA,NA,NA,0,1.01252372255236,0.221686389230101
2007,413,343,2,2,2,0,3,2,NA,NA,0,NA,NA,NA,0,1.07757099962505,0.229630464311046
2008,413,343,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,1.22058084158147,0.235077589885464
2009,413,343,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,1.23556971782016,0.232047880720795
2010,413,343,2,2,1,1,2,2,NA,NA,0,NA,NA,NA,0,1.15143547414027,0.230725182336503
2011,413,343,2,1,1,0,2,2,NA,NA,0,NA,NA,NA,0,1.02937663991557,0.233886570004649
2012,NA,343,NA,NA,NA,NA,2,2,NA,NA,0,NA,NA,NA,0,1.066381742173,0.265432584467254
2013,NA,343,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,0,1.07865008869971,0.323807698153254
1992,230,344,0,0,1,1,4,5,2,NA,0,NA,NA,NA,0,-1.19114782813342,0.251166885746201
1993,230,344,1,1,0,0,3,5,3,NA,0,NA,NA,NA,1,-1.13861256087985,0.222995463622806
1994,230,344,1,1,1,1,3,4,4,NA,0,NA,NA,NA,0,-0.916235401657353,0.209328997174888
1995,230,344,1,0,0,1,5,5,3,6,0,NA,NA,NA,1,-0.946686585037623,0.226311686185189
1996,230,344,2,1,2,2,3,3,1,3,0,NA,NA,NA,0,-0.298120513437428,0.211973039756116
1997,230,344,2,2,2,2,3,3,2,NA,0,NA,NA,NA,0,0.0353500712361996,0.212938035814909
1998,230,344,2,1,1,1,3,3,2,4,0,NA,NA,NA,0,0.178923282011782,0.209239533498859
1999,230,344,2,2,2,1,3,3,2,4,0,NA,NA,NA,0,0.513319462514907,0.216214068979509
2000,230,344,1,2,2,1,1,1,NA,4,0,NA,NA,NA,0,0.965026308948319,0.227225737535945
2001,230,344,2,2,1,1,2,2,NA,1,0,NA,NA,NA,0,1.06904175344528,0.235879845950397
2002,230,344,2,2,1,2,2,2,NA,1,0,NA,NA,NA,0,1.23952420392471,0.24933106098842
2003,230,344,2,2,2,1,2,2,NA,1,0,NA,NA,NA,0,1.35348870079106,0.243840728058773
2004,230,344,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,1.44991247120677,0.243903663956453
2005,230,344,2,2,2,1,2,2,NA,1,0,NA,NA,NA,0,1.58176277100111,0.241478955442912
2006,230,344,2,2,2,2,2,2,NA,NA,0,NA,NA,NA,0,1.83117541314182,0.251553791955929
2007,230,344,2,2,2,2,1,1,NA,NA,0,NA,NA,NA,0,2.22988500424811,0.271523606170286
2008,230,344,2,2,0,2,1,1,NA,NA,0,NA,NA,NA,0,2.35889929427469,0.290829562904404
2009,230,344,2,2,0,2,1,1,NA,NA,0,NA,NA,NA,0,2.41650585437278,0.310011994669082
2010,230,344,2,2,0,1,1,1,NA,NA,0,NA,NA,NA,0,2.45401347619435,0.328786689995133
2011,230,344,2,2,2,2,1,1,NA,NA,0,NA,NA,NA,0,2.60869745220603,0.366518093346185
2012,NA,344,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,0,2.65144142702992,0.421844149322273
2013,NA,344,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,2.66923643810335,0.485623755488951
1949,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,-1.38752641812075,0.295252141790015
1950,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,-1.45148015136504,0.269089625993351
1951,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,-1.50258763641155,0.261123597091896
1952,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,-1.4926379959811,0.259812884849948
1953,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,-1.48667119260846,0.259166103471807
1954,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,-1.48050385566729,0.259992228010598
1955,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,-1.47290167676452,0.257527847206027
1956,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.46065370894065,0.252515598048618
1957,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.455851487439,0.250903338393913
1958,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.45537176784133,0.251010383910157
1959,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.46013493676153,0.251198221460805
1960,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.47060804608405,0.251499160752082
1961,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,-1.49337302290358,0.251023421448129
1962,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,-1.47236952850195,0.252428912943604
1963,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.39329847571598,0.254672482838794
1964,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.29113423465387,0.257888500887425
1965,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.1256994117791,0.263482003840497
1966,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.83311409382109,0.276435351623262
1967,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.646567347480002,0.295880236656745
1968,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.526710188487843,0.313293618676086
1969,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.454752902517056,0.324394456922687
1970,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.420855623435755,0.329714661105444
1971,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.424356120313245,0.330844377118051
1972,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,-0.465536034473287,0.325692400463017
1973,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.475796694809009,0.317047209898322
1974,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.527324920864326,0.302216211249061
1975,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.6261365001097,0.278001402995646
1976,NA,345,NA,NA,NA,NA,3,3,NA,NA,0,0,0,0,NA,-0.787718425957904,0.23306104507409
1977,NA,345,NA,NA,NA,NA,3,3,NA,NA,0,0,0,0,NA,-0.8491400978933,0.222899954041017
1978,NA,345,NA,NA,NA,NA,3,3,NA,NA,0,0,0,0,NA,-0.875860051933933,0.225373385843133
1979,NA,345,NA,NA,NA,NA,3,3,NA,NA,0,0,0,0,NA,-0.809823693980577,0.218878088029215
1980,NA,345,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,-0.684540672405419,0.21638878356977
1981,689,345,1,1,0,2,3,3,NA,NA,0,0,0,0,NA,-0.787144286182432,0.202909767472884
1982,689,345,1,1,0,1,3,3,NA,NA,0,0,0,0,NA,-0.806107348304822,0.198936577052141
1983,689,345,1,2,0,1,3,2,NA,NA,0,0,0,NA,NA,-0.64069772910254,0.200722745806551
1984,689,345,2,1,0,1,3,3,NA,NA,0,0,0,NA,NA,-0.655669863930637,0.200074008669
1985,689,345,2,2,0,0,3,3,3,NA,0,0,0,NA,NA,-0.624846225802095,0.198609724984416
1986,689,345,2,2,0,0,3,2,2,NA,0,0,0,NA,NA,-0.495821422569777,0.20136689827728
1987,689,345,2,2,0,1,3,3,2,NA,0,0,0,NA,NA,-0.549992062421985,0.201544491198514
1988,689,345,1,2,0,0,3,3,4,NA,0,NA,0,NA,NA,-0.8074121802158,0.209080752865909
1989,689,345,1,1,0,0,3,3,3,NA,0,NA,NA,NA,0,-0.895818275802295,0.205445435477307
1990,689,345,2,2,1,0,3,3,4,NA,0,NA,NA,NA,0,-0.908025695529033,0.209154046300737
1991,689,345,0,0,1,0,4,5,4,NA,0,NA,NA,NA,0,-1.33067257955747,0.22389006141077
1992,563,345,1,0,0,0,3,5,3,NA,0,NA,NA,NA,0,-1.36994309625986,0.223441951001817
1993,563,345,1,0,0,0,3,5,4,NA,0,NA,NA,NA,0,-1.38100942533932,0.219020870972136
1994,563,345,2,1,1,0,5,5,4,NA,0,NA,NA,NA,0,-1.3469899079717,0.219221854876593
1995,563,345,0,1,0,0,4,5,NA,5,0,NA,NA,NA,0,-1.33156568994224,0.219955795440786
1996,563,345,1,1,1,1,2,4,5,5,0,NA,NA,NA,0,-1.16723971154083,0.212231736588226
1997,563,345,1,1,0,0,4,4,5,6,0,NA,NA,NA,0,-1.42245704081164,0.213200579953544
1998,563,345,0,0,0,0,5,4,5,6,1,NA,NA,NA,1,-1.82087997446955,0.227911465388001
1999,563,345,0,0,0,0,5,5,5,6,1,NA,NA,NA,1,-1.8510216978971,0.230504080096591
2000,692,345,1,0,0,0,4,4,NA,5,0,NA,NA,NA,0,-1.2321708717538,0.219166833334091
2001,692,345,2,2,0,1,4,4,NA,4,0,NA,NA,NA,0,-0.643572329887703,0.218467961531966
2002,692,345,2,1,2,1,3,2,NA,5,0,NA,NA,NA,0,-0.10633344802836,0.221270765497729
2003,563,345,2,1,0,0,3,3,NA,6,0,NA,NA,NA,0,0.0279884800753261,0.220996242701372
2004,563,345,2,1,1,1,3,2,NA,5,0,NA,NA,NA,0,0.36262635826978,0.213736619410592
2005,563,345,2,1,1,1,3,2,NA,5,0,NA,NA,NA,0,0.602837326300015,0.215309569046899
2006,560,345,2,2,2,0,3,2,NA,NA,0,NA,NA,NA,0,0.888203971757652,0.220392726165834
2007,560,345,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,1.13944797612017,0.228845870016736
2008,560,345,2,1,2,1,2,2,NA,NA,0,NA,NA,NA,0,1.16274117662415,0.232571372519552
2009,560,345,2,1,2,1,2,2,NA,NA,0,NA,NA,NA,0,1.19733642326846,0.231462376609938
2010,560,345,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,1.27781561991895,0.23408048416487
2011,560,345,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,1.29139527067284,0.238768798324932
2012,NA,345,NA,NA,NA,NA,2,2,NA,NA,0,NA,NA,NA,0,1.22456336949958,0.268742628560239
2013,NA,345,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,0,1.20629414101048,0.327103880475969
1992,NA,346,NA,NA,NA,NA,5,5,4,NA,1,NA,NA,NA,1,-2.28567768634598,0.277876408365683
1993,NA,346,NA,NA,NA,NA,5,5,4,NA,1,NA,NA,NA,1,-2.26080807874056,0.259139091644701
1994,NA,346,NA,NA,NA,NA,5,5,4,NA,1,NA,NA,NA,0,-2.06905200405384,0.248457259663882
1995,NA,346,NA,NA,NA,NA,5,5,5,NA,1,NA,NA,NA,0,-1.78583504666284,0.239383749214947
1996,NA,346,NA,NA,NA,NA,3,3,3,NA,0,NA,NA,NA,0,-1.06223289307857,0.230366337238625
1997,NA,346,NA,NA,NA,NA,4,3,3,NA,0,NA,NA,NA,0,-0.745423833290562,0.230227865798909
1998,NA,346,NA,NA,NA,NA,3,3,3,NA,0,NA,NA,NA,0,-0.448480438517671,0.225983316607543
1999,NA,346,NA,NA,NA,NA,3,3,4,NA,0,NA,NA,NA,0,-0.264277224680011,0.233401139716278
2000,NA,346,NA,NA,NA,NA,3,3,NA,NA,0,NA,NA,NA,0,-0.00141442754001273,0.229800286534162
2001,164,346,2,2,2,0,3,2,NA,1,0,NA,NA,NA,0,0.406416843364934,0.220344628463882
2002,164,346,2,2,2,0,2,2,NA,5,0,NA,NA,NA,0,0.715040531615301,0.226134275949427
2003,164,346,2,2,2,0,2,2,NA,6,0,NA,NA,NA,0,0.9490592822305,0.23181974469295
2004,164,346,2,2,2,1,2,2,NA,1,0,NA,NA,NA,0,1.18082405504035,0.238568938205175
2005,164,346,2,2,2,1,2,2,NA,1,0,NA,NA,NA,0,1.28800641940352,0.234712650061747
2006,164,346,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,1.33273522956102,0.229490920971936
2007,164,346,2,2,2,0,2,2,NA,NA,0,NA,NA,NA,0,1.32598259655897,0.235068487579119
2008,164,346,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,1.33717956438564,0.237533008839737
2009,164,346,2,2,2,0,2,2,NA,NA,0,NA,NA,NA,0,1.28831471778933,0.236939453415391
2010,164,346,2,2,2,0,2,2,NA,NA,0,NA,NA,NA,0,1.30462792196491,0.237573743716072
2011,164,346,2,2,2,0,1,2,NA,NA,0,NA,NA,NA,0,1.40301761868955,0.247138320096908
2012,NA,346,NA,NA,NA,NA,1,2,NA,NA,0,NA,NA,NA,0,1.41672132347132,0.27427916323616
2013,NA,346,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,0,1.35830221281857,0.329488186375083
2008,NA,347,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,1.85003834423399,0.338924454850928
2009,NA,347,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,0,1.80695211279558,0.308201817748704
2010,NA,347,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,1.92432778966698,0.304496129968066
2011,NA,347,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,0,1.90187409966972,0.312543854202599
2012,NA,347,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,2.05145658436492,0.34577341095511
2013,NA,347,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,2.11670931256973,0.396276392944325
1992,578,349,2,2,2,2,NA,NA,1,NA,0,NA,NA,NA,0,2.38582307226183,0.440028863019795
1993,578,349,2,2,2,2,NA,NA,1,NA,0,NA,NA,NA,0,2.51346613835751,0.411266605088016
1994,578,349,2,2,2,2,NA,NA,1,NA,0,NA,NA,NA,0,2.58571427151618,0.389593702006177
1995,578,349,2,2,2,2,NA,NA,1,6,0,NA,NA,NA,0,2.57622285690728,0.374640854268433
1996,578,349,2,2,2,2,NA,NA,1,4,0,NA,NA,NA,0,2.57121666515629,0.363968461715326
1997,578,349,2,2,2,2,NA,1,1,4,0,NA,NA,NA,0,2.56002843612327,0.352274463043839
1998,578,349,2,2,2,2,NA,1,1,4,0,NA,NA,NA,0,2.50894353792115,0.342347821445365
1999,578,349,2,2,2,2,NA,1,1,4,0,NA,NA,NA,0,2.40317496837883,0.332643064651069
2000,578,349,2,2,2,1,2,1,NA,4,0,NA,NA,NA,0,2.22024828675604,0.321902637715912
2001,578,349,2,2,2,2,NA,1,NA,3,0,NA,NA,NA,0,2.31821006163568,0.321762921297682
2002,578,349,2,2,2,2,NA,1,NA,1,0,NA,NA,NA,0,2.36962617657041,0.311708721946047
2003,578,349,2,2,2,1,2,1,NA,1,0,NA,NA,NA,0,2.29790345190495,0.297761588922322
2004,578,349,2,2,2,1,1,1,NA,3,0,NA,NA,NA,0,2.38479350825366,0.296640433135133
2005,578,349,2,2,2,1,1,1,NA,1,0,NA,NA,NA,0,2.49123528622628,0.308947435286354
2006,578,349,2,2,2,1,1,1,NA,NA,0,NA,NA,NA,0,2.59325472407297,0.322657428164635
2007,578,349,2,2,2,1,1,1,NA,NA,0,NA,NA,NA,0,2.72896646269227,0.334652342575431
2008,578,349,2,2,2,2,1,1,NA,NA,0,NA,NA,NA,0,2.88568233120273,0.359406974352154
2009,578,349,2,2,2,2,1,1,NA,NA,0,NA,NA,NA,0,2.95274067174863,0.383721294862024
2010,578,349,2,2,2,1,1,1,NA,NA,0,NA,NA,NA,0,2.95713812329183,0.409183970279786
2011,578,349,2,2,2,2,1,1,NA,NA,0,NA,NA,NA,0,3.03443358037876,0.449123393291011
2012,NA,349,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,0,3.05071380509415,0.505242347802087
2013,NA,349,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,3.05734732483555,0.562618151564046
1949,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,-1.39637722657978,0.295031097953704
1950,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,-1.39633786597522,0.270646217837703
1951,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,-1.36025191426188,0.265095820907888
1952,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,-1.20591732860299,0.268625115567471
1953,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,-0.882237098910252,0.280500360835155
