"YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","genocide","rummel","massive_repression","executions","killing","latentmean","latentsd"
2008,197,402,2,2,2,1,NA,2,NA,NA,0,NA,NA,NA,0,1.64269622746174,0.26051020837651
2009,197,402,2,2,2,1,NA,2,NA,NA,0,NA,NA,NA,0,1.60874210776685,0.256438356858523
2010,197,402,2,2,2,1,NA,2,NA,NA,0,NA,NA,NA,0,1.61772236939449,0.260585718248477
2011,197,402,2,2,2,1,NA,2,NA,NA,0,NA,NA,NA,0,1.64365925136129,0.270145193853235
2012,NA,402,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,1.69296290620773,0.301910406526986
2013,NA,402,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,0,1.57413445460415,0.342681424450343
1975,NA,403,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.554903220689761,0.464592104809073
1976,NA,403,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.590450204088614,0.418430537192116
1977,NA,403,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,0.62298337590477,0.357438177728758
1978,NA,403,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,0.605856027887972,0.308487028358644
1979,NA,403,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,0.525563412634424,0.260579402193702
1980,NA,403,NA,NA,NA,NA,2,2,NA,NA,0,0,0,0,NA,0.341757864383315,0.245141213142503
1981,NA,403,NA,NA,NA,NA,2,2,NA,NA,0,0,0,0,NA,0.257542559919928,0.242522073064036
1982,NA,403,NA,NA,NA,NA,2,2,NA,NA,0,0,0,0,NA,0.238510457608318,0.244373199677775
1983,NA,403,NA,NA,NA,NA,2,2,NA,NA,0,0,0,NA,NA,0.233702697961214,0.244641203238619
1984,NA,403,NA,NA,NA,NA,NA,2,NA,NA,0,0,0,NA,NA,0.260677067009045,0.261133143862324
1985,NA,403,NA,NA,NA,NA,NA,2,NA,NA,0,0,0,NA,NA,0.336255317268575,0.271085281095454
1986,NA,403,NA,NA,NA,NA,NA,2,NA,NA,0,0,0,NA,NA,0.470476549918422,0.273212999055149
1987,NA,403,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,0.67344042909397,0.270286419668502
1988,NA,403,NA,NA,NA,NA,2,2,NA,NA,0,NA,0,NA,NA,0.677491253788655,0.257609922939345
1989,NA,403,NA,NA,NA,NA,2,2,NA,NA,0,NA,NA,NA,0,0.842915681573811,0.260727096838298
1990,NA,403,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,0,1.22212624183427,0.28350988360761
1991,NA,403,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,0,1.4566942125797,0.313624177901567
1992,NA,403,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,1.60697699659453,0.347863860371016
1993,NA,403,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,1.72963664139732,0.374318315322005
1994,NA,403,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,1.84009877857611,0.386355708250023
1995,NA,403,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,1.92434768438029,0.39920348575324
1996,NA,403,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,1.99289532742364,0.405807376491934
1997,NA,403,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,2.05324151253709,0.400807149275179
1998,NA,403,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,2.09101953980724,0.395256358331678
1999,NA,403,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,2.11307834074367,0.384146373283704
2000,NA,403,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,2.10912438372992,0.371633570727216
2001,551,403,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,2.09379967369251,0.339293234154338
2002,NA,403,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,0,1.96534014403304,0.317388191739623
2003,551,403,2,2,2,1,NA,2,NA,NA,0,NA,NA,NA,0,2.02069307386951,0.307736933977355
2004,551,403,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,2.31881668601117,0.318635451689475
2005,551,403,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,2.47489459473526,0.337440662167537
